index_tasty,id_,name,slug,video_url,thumbnail_url,tags,ratings_negative,ratings_positive,score,cooking_style_big_batch,cooking_style_kid_friendly,cooking_style_bake,meal_breakfast,meal_bakery_goods,cuisine_american,meal_drinks,difficulty_5_ingredients_or_less,healthy_low_calorie,difficulty_easy,dietary_gluten_free,dietary_vegetarian,difficulty_under_1_hour,difficulty_under_45_minutes,healthy_high_protein,dietary_kid_friendly,cuisine_fusion,method_steam,cuisine_japanese,dietary_comfort_food,dietary_indulgent_sweets,method_bake,dietary_dairy_free,cooking_style_one_pot_or_pan,cooking_style_pan_fry,dietary_healthy,method_pan_fry,healthy_low_fat,healthy_low_sugar,healthy_low_carb,cooking_style_mashup,meal_snacks,seasonal_winter,cuisine_british,cooking_style_comfort_food,healthy_high_fiber,cuisine_french,meal_desserts,difficulty_under_15_minutes,difficulty_under_30_minutes,dietary_keto,seasonal_summer,cooking_style_no_bake_desserts,dietary_vegan,cuisine_mexican,seasonal_spring,cuisine_italian,meal_lunch,seasonal_fall,cuisine_german,cooking_style_meal_prep,meal_dinner,meal_appetizers,meal_sides,cuisine_african,cuisine_middle_eastern,method_deep_fry,cuisine_latin_american,method_grill,cuisine_dominican,dietary_pescatarian,cuisine_seafood,cuisine_chinese,cuisine_greek,dietary_contains_alcohol,cuisine_indian,cooking_style_steam,cooking_style_stuffed,cuisine_caribbean,cuisine_filipino,cuisine_taiwanese,cuisine_korean,cuisine_jamaican,meal_brunch,cuisine_swedish,cooking_style_deep_fry,cuisine_west_african,cuisine_thai,cuisine_vietnamese,cuisine_peruvian,cuisine_brazilian,cooking_style_grill,cuisine_bbq,cuisine_kenyan,cuisine_haitian,cuisine_persian,cuisine_ethiopian,cuisine_cuban,cuisine_puerto_rican,cuisine_soul_food,cuisine_indigenous,cuisine_laotian,cuisine_hawaiian,method_no_bake_desserts,cuisine_lebanese,cuisine_south_african,cuisine_venezuelan
1219,2936,Sheet Pan Steak And Fries,sheet-pan-steak-and-fries,https://vid.tasty.co/output/58995/mp4_640x640/1509387184,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/110950.jpg,"8091918,8091917,1247775,1280501,1280500,64486,65855,64488,64462,64444,188967,64471,65846,64492,64500,1036859",20,468,96.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,914,Steak Fajita Rolls,steak-fajita-rolls,https://vid.tasty.co/output/28647/mp4_640x640/1491582876,https://img.buzzfeed.com/video-api-prod/assets/da827d229e3849cea203280cf7e0877c/BFV18551_FajitaSteakRolls_ThumbFB.jpg,"1247775,1280508,64486,1247790,1280501,1280503,1247787,64505,65840,64471,65410,64492,65848,65856,64462,64457,65846,64456,64444,65859,64503",30,410,94.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,754,Carrot & Chickpea Veggie Burger,carrot-chickpea-veggie-burger,https://vid.tasty.co/output/21378/mp4_640x640/1484940567,https://img.buzzfeed.com/video-api-prod/assets/f597dbafa4a048de91315029c91ca317/BFV16523_CarrotChickpeaBurger_ThumbB.jpg,"1247775,1247785,1280508,1247787,1280507,1247788,64475,64466,65842,65848,64486,65859,64505,64444,64503",36,461,93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,1045,Slow-Cooker Honey Garlic Chicken,slow-cooker-honey-garlic-chicken,https://vid.tasty.co/output/20076/mp4_640x640/1483741706,https://img.buzzfeed.com/video-api-prod/assets/1eafa5f73e4548e7a5aaa3e40370e6f8/BFV15863_SlowCookerHoneyGarlicChickenThumb.jpg,"6986106,1247775,1247780,1280500,1280501,1280503,1247790,1247788,1247785,1280506,1280508,64505,64486,65855,64471,64466,64460,65847",49,458,91.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,4079,Roasted Veggie Summer Salad,roasted-veggie-summer-salad,https://vid.tasty.co/output/99109/landscape_480/1529368043,https://img.buzzfeed.com/video-api-prod/assets/b117b68b750b495db5663b5fc300edaa/BFV44744_RoastedVeggieSummerSaladWithChimichurriDressing-Thumb.jpg,"64469,64468,64463,8091920,1280506,1280501,1280503,1280507,1280508,1247775,1280500,1247780,64492,64486,64471,64466,65846,65842",16,378,96.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,1441,Tomato Pesto Parchment-baked Chicken,tomato-pesto-parchment-baked-chicken,https://vid.tasty.co/output/15904/mp4_640x640/1479942741,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ee5395417ad14d2aa1dc3008f5861df0/BFV14814_Parchment-BakedChicken4Ways_FB.jpg,"8091756,64463,8091918,8091917,64467,1247775,1280500,1247780,1280508,64505,64500,64492,64486,64471,64466,64465,64444,65846",22,401,95.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,4555,Keto-Friendly Lasagna Dome,keto-friendly-lasagne-dome,https://vid.tasty.co/output/114655/landscape_480/1541633214,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/187756.jpg,"8091920,8091917,1247794,65859,64492,1691104,64486,1247790,1247785,1247787,1247775,1280501,1280503,1280508,1280506,65852,64465,65846,65848",35,371,92.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,4677,Roast Chicken,roast-chicken,https://vid.tasty.co/output/121034/landscape_480/1545419513,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/197456.jpg,"64463,64470,8091917,64473,64479,1280506,1247786,1280508,1280501,64492,64505,64486,1247775,1247790,1280503,1280500,188967,65846,64471",56,452,89.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,384,Poached Eggs In Tomato Sauce (Shakshouka),poached-eggs-in-tomato-sauce-shakshouka,https://vid.tasty.co/output/31997/mp4_640x640/1495125045,https://img.buzzfeed.com/video-api-prod/assets/6fbe2058dde74f7797c430a8d64d0bb5/BFV3969_PoachedEggsinTomatoSauce-Thumbs1080.jpg,"1247794,1280510,1280508,65859,64458,64466,64486,65848,64484,65855,64465",14,370,97.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,2791,Primavera Spaghetti Squash,primavera-spaghetti-squash,https://vid.tasty.co/output/55204/mp4_640x640/1507246656,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3aaf6034a54145029204420dc1bade64/fb.jpg,"64469,8091920,6543461,1280500,1280507,1280506,1280508,1247785,1247790,1247775,1247794,1247787,65859,65848,65410,64492,64505,64486,64500,64453,64466,64444,65846",22,397,95.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,1808,Quinoa Pizza Burgers,quinoa-pizza-burgers,https://vid.tasty.co/output/32913/mp4_640x640/1495755666,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/99cc8f7c51f54998a0cca16722d0bb03/BFV21274_VeggieBurgers4ways_FINAL_FB.jpg,"64469,8091920,8091918,8091917,64503,1247775,1247780,1247767,1247788,1280510,1247785,1280508,1247789,1280507,64462,64466,64505,64492,64486,64471,64444,65846",53,372,88.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,1392,Pineapple Paprika Chicken Tacos,pineapple-paprika-chicken-tacos,https://vid.tasty.co/output/10850/low_1474994819.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/eeec7e8990cf47218bcdc2cbf890ebbc/BFV13002_ChickenTacos4Ways-FB1080SQ.jpg,"64463,8091917,1247785,1247794,1280503,1280501,1280507,1280508,1247787,65859,64501,64486,65410,65848,64505,64471,64462,64457,64444",40,449,92.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,1282,Chili From Leftover Sauce ,chili-from-leftover-sauce,https://vid.tasty.co/output/43243/mp4_640x640/1499792065,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/95771545a3d14898a7b80f9f311a686b/BFV22078_6_Ways_to_Reuse_Leftover_Tomato_Sauce-FB.jpg,"8091920,8091918,1247794,1247785,1280508,64486,64501,64505,65859,65855,65851,64471,64462,64488,64444",7,370,99.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,4123,Buffalo Chicken Lettuce Wraps,buffalo-chicken-lettuce-wraps,https://vid.tasty.co/output/100410/landscape_480/1530231269,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6dfa21e6c292450794d06139b361f25d/BFV44999_4EasyNo-CookDinners_FB.jpg,"8091917,6718869,5143246,64486,1247785,1247788,64510,64505,64509,64471,64488,64466,1280508,1280510,1280506",37,364,91.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,5398,Monte Cristo Pull-Apart Sliders,monte-cristo-pull-apart-sliders,https://vid.tasty.co/output/137663/landscape_480/1561763965,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/223380.jpg,"8091916,64467,64505,65859,1247785,1280507,1280501,1247775,65848,64486,64492,1280508,1280506,1280500,1247786,1247788,1280510,64480,64471,64503,1280503,65851,65846",34,441,93.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,4639,Chicken Cordon Bleu Lasagna,chicken-cordon-bleu-lasagna,https://vid.tasty.co/output/118608/landscape_480/1544133128,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/194169.jpg,"8091917,64453,64449,65859,64492,64503,64505,1247788,1247793,64479,1247786,64486,64462,64473,1247775,1280510,65848,65853,1247769,1280503,1280506,1280508,65846",44,441,91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,786,Cabernet-braised Short Ribs,cabernet-braised-short-ribs,https://vid.tasty.co/output/23950/mp4_640x640/1487111910,https://img.buzzfeed.com/video-api-prod/assets/a4157be127144a42bd30d96da89812d8/fb1.jpg,"1247780,1280510,1280503,1280501,188967,1247775,1280508,1280506,1280500,1247790,1247785,64480,64500,65859,64475,65851,65846,64444,65848,64486,64462,64492",28,440,95.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,3889,Black Bean Vegetarian Soup ,black-bean-vegetarian-soup,https://vid.tasty.co/output/94370/landscape_480/1526501033,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8452e746f0d345faaa92f48f6f33dd0e/BFV43066_TastyMakeAheadMealPlan_FB_V2.jpg,"64469,64468,64463,8091920,8091918,64486,1280506,1280508,64505,1247786,64466,65851,1247794,65853,64471,65844,65848",21,388,95.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,3953,Tempeh Taco Salad,tempeh-taco-salad,https://vid.tasty.co/output/96869/landscape_480/1527884101,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/159835.jpg,"64469,64468,64463,8091920,1247794,1280510,1247785,1247790,65859,64505,64486,1691104,1247788,65840,1247786,65838,64466,65848,1280506,1280507,1280503,1280508,1280501",21,363,95.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,1103,One-pan Honey Lemon Chicken & Veggies,one-pan-honey-lemon-chicken-veggies,https://vid.tasty.co/output/28248/mp4_640x640/1491241179,https://img.buzzfeed.com/video-api-prod/assets/dedef3a06b6147829aaf7f3bfbd24efd/Thumb_2.jpg,"6742797,1247787,1247775,1247790,1247793,1247788,1280510,1280508,1280506,65840,64492,65859,64471,64466,64505,64486,65855,64444,65848,65846",72,437,86.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,2917,One-pan Flank Steak & Veggies,one-pan-flank-steak-veggies,https://vid.tasty.co/output/59025/low_1509393167.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/fbbc2f9b5a1c434989bf1cc5a3619026/BFV30877_WeekdayMealPrepFor4FB1080x1080.jpg,"64463,8091920,8091917,1247791,1247785,1247790,1280507,1280508,1247775,1280500,1280510,64505,64444,64492,64486,65853,64466,65855,65839,65846",18,359,96.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,1582,Chicken Broccoli Cheddar Pockets,chicken-broccoli-cheddar-pockets,https://vid.tasty.co/output/23042/mp4_640x640/1486150519,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f2cd66e1afb74001847b5f50d5c7345a/BFV16926_Puff_Pockets_4_Ways_FB.jpg,"8091918,8091917,64486,1247775,1280507,1280506,1280500,1280503,1280501,64505,64492,64471,64488,64462,64444,65846",17,361,96.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,2343,Loaded Bacon Mac 'n' Cheese,loaded-bacon-mac-n-cheese,https://vid.tasty.co/output/48652/mp4_640x640/1503426999,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2c717bbbcd2c4d0396ce2ab4e2d72fb5/BFv24153BetterBoxedMacNCheeseFBFinal.jpg,"64470,8091917,1280507,1280510,1247788,1247769,1247787,65855,64471,64505,64486,64462,64488,64444,65848",23,360,94.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,3882,Zucchini Enchilada Roll-Ups,zucchini-enchilada-roll-ups,https://vid.tasty.co/output/94191/landscape_480/1526422675,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/156601.jpg,"8091920,8091917,1691104,188967,65856,65852,1247768,64457,1247775,1280503,1280510,1247781,64486,1247769,1280507,64503,65846,1280506,1280501,1280508,64488,1247788,64492,65410,64444,64471",47,433,91.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,5479,Korean Style BBQ Pork Ribs,korean-style-bbq-pork-ribs,https://vid.tasty.co/output/140718/landscape_480/1564581218,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/227759.jpg,"64504,64463,8091917,7436546,64505,64486,1247775,1280500,1280501,1280503,5285641,64455,64462,64444,65846",13,356,97.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,1807,Sweet Potato & White Bean Burgers,sweet-potato-white-bean-burgers,https://vid.tasty.co/output/32913/mp4_640x640/1495755666,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c398d35a122847b8b29cb11a4e7d373b/BFV21274_VeggieBurgers4ways_FINAL_FB.jpg,"64469,64468,64463,8091920,1247775,64503,1247788,1247789,1280507,1280510,1247785,1280508,64505,65859,64486,64471,64462,64488,64444,65840",40,430,92.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,5549,Greek Stuffed Peppers,greek-stuffed-peppers,https://vid.tasty.co/output/39376/mp4_640x640/1498728434,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c4f6f9aac98d416c92a3bb10aa6523f7/BFV9954-_Greek_Stuffed_Peppers_-_FB1080.jpg,"64467,64505,64486,64492,1247788,1280510,1280508,1247785,1280507,1280503,1247780,1280501,1280500,1247775,65856,64488,64471,65846",91,354,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,1224,Vegan Pesto Pasta,vegan-pesto-pasta,https://vid.tasty.co/output/33245/mp4_640x640/1496355761,https://img.buzzfeed.com/video-api-prod/assets/e1448e6cb670478dade41cf9d139ac50/BFV21683_Vegan_Pesto_Pasta_THUMB.jpg,"64469,64468,64463,8091918,1247775,1247790,1280508,1280506,1280507,64503,65851,65838,64505,64486,64471,64466,64444,65848",26,354,94.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,3300,Cheese Maker’s Mac And Cheese,cheese-makers-mac-and-cheese,https://vid.tasty.co/output/71625/landscape_480/1515432761,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/128093.jpg,"64469,8091917,1247775,64505,1280508,1280507,65851,65848,64492,64473,1247786,1247793,1247794,1280510,64471,64444,64486,65855,64479,1036859",22,357,95.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,3771,Bacon BBQ Chicken Loaf,bacon-bbq-chicken-loaf,https://vid.tasty.co/output/90855/landscape_480/1524593555,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/151708.jpg,"8091917,1691104,1247775,1280508,65852,1280500,1280503,1280501,64504,64486,1280510,1247785,64492,64462,65846,64444,1280502,1247767,1280507,65856,65839",48,429,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,430,Red Wine Spaghetti,red-wine-spaghetti,https://vid.tasty.co/output/31963/mp4_640x640/1495124951,https://img.buzzfeed.com/video-api-prod/assets/d7508bc136404faab19ed7333d56f81c/BFV8733_RedWineSpaghetti_Thumb.jpg,"1247794,1247793,1280510,1280506,5923246,64506,64480,64500,64489,64486,65410,64505,64453,64444,65848",47,352,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,3623,Sheet-Pan Steak Fajitas,sheet-pan-steak-fajitas,https://vid.tasty.co/output/85393/landscape_480/1521485033,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/77f049ac834b48e2bfb307821778c000/BFV39745_Low-StressDinners_FB.jpg,"64463,8091918,1280508,1247790,64457,1280503,1280501,1247775,64505,64492,64501,65855,64486,64466,1280500,64471,65846",9,377,98.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
