index_tasty,id_,name,slug,video_url,thumbnail_url,tags,ratings_negative,ratings_positive,score,cooking_style_big_batch,cooking_style_kid_friendly,cooking_style_bake,meal_breakfast,meal_bakery_goods,cuisine_american,meal_drinks,difficulty_5_ingredients_or_less,healthy_low_calorie,difficulty_easy,dietary_gluten_free,dietary_vegetarian,difficulty_under_1_hour,difficulty_under_45_minutes,healthy_high_protein,dietary_kid_friendly,cuisine_fusion,method_steam,cuisine_japanese,dietary_comfort_food,dietary_indulgent_sweets,method_bake,dietary_dairy_free,cooking_style_one_pot_or_pan,cooking_style_pan_fry,dietary_healthy,method_pan_fry,healthy_low_fat,healthy_low_sugar,healthy_low_carb,cooking_style_mashup,meal_snacks,seasonal_winter,cuisine_british,cooking_style_comfort_food,healthy_high_fiber,cuisine_french,meal_desserts,difficulty_under_15_minutes,difficulty_under_30_minutes,dietary_keto,seasonal_summer,cooking_style_no_bake_desserts,dietary_vegan,cuisine_mexican,seasonal_spring,cuisine_italian,meal_lunch,seasonal_fall,cuisine_german,cooking_style_meal_prep,meal_dinner,meal_appetizers,meal_sides,cuisine_african,cuisine_middle_eastern,method_deep_fry,cuisine_latin_american,method_grill,cuisine_dominican,dietary_pescatarian,cuisine_seafood,cuisine_chinese,cuisine_greek,dietary_contains_alcohol,cuisine_indian,cooking_style_steam,cooking_style_stuffed,cuisine_caribbean,cuisine_filipino,cuisine_taiwanese,cuisine_korean,cuisine_jamaican,meal_brunch,cuisine_swedish,cooking_style_deep_fry,cuisine_west_african,cuisine_thai,cuisine_vietnamese,cuisine_peruvian,cuisine_brazilian,cooking_style_grill,cuisine_bbq,cuisine_kenyan,cuisine_haitian,cuisine_persian,cuisine_ethiopian,cuisine_cuban,cuisine_puerto_rican,cuisine_soul_food,cuisine_indigenous,cuisine_laotian,cuisine_hawaiian,method_no_bake_desserts,cuisine_lebanese,cuisine_south_african,cuisine_venezuelan
3548,8085,Mini Butterfinger Cheesecakes,mini-butterfinger-cheesecakes,https://vid.tasty.co/output/230213/landscape_480/1643827478,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/364049.jpg,"8091918,8091916,64467,188967,65857,64485,65850,1280510,1247793,1247771,65846,7783331",4,34,90.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,5570,Dairy-Free Toasted Coconut Ice Cream Cups,dairy-free-toasted-coconut-ice-cream-cups,https://vid.tasty.co/output/143496/landscape_480/1567101865,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/9a49c784e5bf4cf6bf7ec8209e3a467a/Dairy-FreeIceCreamCups4WaysFBFinal.jpg,"64467,64500,188967,1247771,1280503,1280501,1247785,1280510,1247788,1280507,64471,65854,65843,65844,64488,1247793,65838,1280506,1280508,65850,64485,64465",8,32,80.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,3256,Snickerdoodle Hot Chocolate On A Stick,snickerdoodle-hot-chocolate-on-a-stick,https://vid.tasty.co/output/70033/landscape_480/1513991883,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/16c1a4d618fc46a8b16f935f75fa8626/BFV33253_HotChocolateSpoons4Ways_FB_Final.jpg,"1247771,64508,65848,64444,64511,64473,64485,64471,64487",11,33,75.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,322,Eton Mess Ice-cream Sandwich,eton-mess-ice-cream-sandwich,https://vid.tasty.co/output/32055/mp4_640x640/1495125048,https://img.buzzfeed.com/video-api-prod/assets/290cf4db4ede4219a3f3a415a816b922/BFV5244_EatonMessIceCreamSandwich-Thumb1080SQ.jpg,"1247772,1280503,1280501,64485,65850,64447,64503,65854,64471",8,33,81.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,7306,Strawberry-Kiwi Yogurt Pops,strawberry-kiwi-yogurt-pops,https://vid.tasty.co/output/201347/landscape_480/1619635404,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/9ed78afaf05642a8bc32d1f4ade0a405/GuiltFree_FB.jpg,"64470,8091919,8091916,64501,64485,64466,65843",7,33,83.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,8118,One-Bowl Fudgy Brownies As Made By Alexis Deboschnek,one-bowl-fudgy-brownies-as-made-by-alexis-deboschnek,https://vid.tasty.co/output/231489/landscape_480/1644893378,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/366130.jpg,"64485,65855,65850,1280507,64444,1280506,64492,1280503,65857,1247775,65846,1280510,1247780,65844,1280500,1247788,1280501,1280508",5,33,87.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,5178,Grilled Blueberry Galette,grilled-blueberry-galette,https://vid.tasty.co/output/133128/landscape_480/1558116805,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/216757.jpg,"1247793,1247784,1247785,1280513,1280501,64485,64504,1280510,64475,1247788,1247775,1280512,64510,64503,64494,64444,65850,1280508,1280503,1280507,1280506",10,33,77.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,148,Rocky Road 'Box' Brownies,rocky-road-box-brownies,https://vid.tasty.co/output/32203/mp4_640x640/1495125493,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/a4d015db20b24bdaba3c9ef798a29905/BFV4997_RockyRoadBrownies-FB1080SQ.jpg,"1247785,1247775,188967,1280507,1247794,1280500,1280510,65850,64444,65846,64492,64471,64485,64503",3,33,92.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,7066,Homemade Crumpets,homemade-crumpets,https://vid.tasty.co/output/190740/landscape_480/1610732138,https://img.buzzfeed.com/video-api-prod/assets/e8d974bd505e4ebaa785eb250934abe3/CrumpetThumb1920x1080_FB.jpg,"8091918,8091916,65848,1280510,1247793,64485,65850",11,33,75.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,6524,Peach Cobbler,peach-cobbler,https://vid.tasty.co/output/177271/hls24_1598567678.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280470.jpg,"8091920,64485,64492,1247786,1280512,188967,1247782,1247775,1280507,65848,64444,65846,64462,1280508,1280506",4,33,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,916,Sweet And Salty Pretzel Cakes,sweet-and-salty-pretzel-cakes,https://vid.tasty.co/output/31871/mp4_640x640/1495124862,https://img.buzzfeed.com/video-api-prod/assets/38c5f1169eba4491a2fe408a9fa2b7b9/BFV6364_SweetAndSaltyPretzelCakes_Thumb_A.jpg,"1247771,1247775,1280510,1280507,1280508,1247785,1247786,65850,64471,65843,64444,65848,64503,64485,65854",3,31,92.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,6905,Mini Dutch Apple Pies,mini-dutch-apple-pies,,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/49dadb283b8141fcacea12c47056c4d8.jpeg,"8091748,8091747,65857,64492,64508,1280507,64479,64485,1247775,64462,1280506,65850,1280510,65846,1280508,1280501",4,31,89.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,8204,Filipino Avocado Dessert,filipino-avocado-dessert,,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/2fe96fbb83cb4023aef32f209aa7c1c7.jpeg,"8091748,8091747,8091744,64472,64470,8091920,64471,65850,64509,64510,64491,64505,64485,65843",9,31,78.0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,243,Eton Mess Pops,eton-mess-pops,https://vid.tasty.co/output/32124/mp4_640x640/1495125357,https://img.buzzfeed.com/video-api-prod/assets/45ec337f256749338f6ddc2b91a5a223/Video_Thumb.jpg,"64480,64488,65844,65843,64447,64485,64503,65854,64471,65850",2,31,94.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,5441,Magic Fizzy Truffles,magic-fizzy-truffles,https://vid.tasty.co/output/138983/landscape_480/1563194328,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ce52c15ffc1c48e8a6e72ed593efbe8c/TRUFFLES_FB.jpg,"188967,1280507,1247775,1280508,1247785,65850,65848,65842,64492,64485,1280510,1247793,1247780,1280500,1247788",4,31,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,5502,Raspberry Tahini Pops,raspberry-tahini-pops,https://vid.tasty.co/output/142024/landscape_480/1565805585,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/229511.jpg,"8091920,1280506,64488,65845,64485,1280510,1280509,1280508,64465,65850,65843,1247793,65842",8,32,80.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,2032,Double Chocolate Edible “Cookie Dough”,double-chocolate-edible-cookie-dough,https://vid.tasty.co/output/43998/mp4_640x640/1500424945,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/db2f254b34b9450bbd2341e305b270f6/BFV22920_Healthier_Edible_Cookie_Dough_4_Ways_VeganFridays_FB.jpg,"64463,65851,64491,65854,64505,64485,64488,65850,64465,64471,64444,65842",17,32,66.0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,360,Rum Poached Pears,rum-poached-pears,https://vid.tasty.co/output/32019/mp4_640x640/1495125046,https://img.buzzfeed.com/video-api-prod/assets/f6372e1df3074f90add62b2e552caa43/BFV5263_RumPoachedPears_BeautyShot03.jpg,"5285641,65859,65848,64485,65850",9,32,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,234,Swiss Roll Pops,swiss-roll-pops,https://vid.tasty.co/output/32138/mp4_640x640/1495125400,https://img.buzzfeed.com/video-api-prod/assets/83d6e460f0804d8588ded13cfa222225/BFV6376_Swiss_Roll_Pops-Thumbnail.jpg,"1247774,1280503,1247775,1280501,1280508,1247788,1247780,1280500,1280507,1280510,1247785,1280513,64488,64510,65846,64492,64485,64447,65844,64471,64503",11,32,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,291,Tunnock's Rocky Road,tunnock-s-rocky-road,https://vid.tasty.co/output/32084/mp4_640x640/1495125357,https://img.buzzfeed.com/video-api-prod/assets/d2620a23c3034688a09a40cb6cfaf352/BFV5923_Tunnocks_Rocky_Road-FB-thumbnail.jpg,"64491,64503,64488,64471,65854,64447,65848,65850,64485",4,32,89.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,7521,Boozy Berry Cobbler Milkshake,boozy-berry-cobbler-milkshake,https://vid.tasty.co/output/205297/landscape_480/1622839485,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/325917.jpg,"5285641,64487,64502,64485,65838,64471,1247772,65854,65850,64444",7,31,82.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,4601,Nut & Dairy-Free Pumpkin Pie Cheesecake,nut-dairy-free-pumpkin-pie-cheesecake,https://vid.tasty.co/output/113178/landscape_480/1540420835,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/185236.jpg,"1280506,1280500,1247788,1247775,1280510,64485,65846,64444,1247768,1280507,65843,64492,64508,1280508,64479,65850,65842",16,31,66.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,6930,Boozy Frozen Hot Chocolate,boozy-frozen-hot-chocolate,https://vid.tasty.co/output/185671/landscape_480/1605798913,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/4d6c232a79dd436ea1380b3f19ef41d3/WALMART_Holiday2020_HolidayCocktails_SQ_Hero.jpg,"5285641,188967,64487,64485,65838",13,31,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,7857,Brown Butter Maple Blondies,brown-butter-maple-blondies,https://vid.tasty.co/output/219011/landscape_480/1634171367,https://img.buzzfeed.com/video-api-prod/assets/986b37cfe78a4fae9f2d6766b288e11f/BFV84573_BrownButterMapleBlondies_1x1B.jpg,"1247768,1247789,65855,1247787,65846,1280510,64462,64485,1280501,65857,1247788,65850,65848,1280507,64492,64508,1280500,1280502,1247786,64444,1280506,1247793",4,31,89.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,2025,Yogurt Cookie Crumble Frozen Banana,yogurt-cookie-crumble-frozen-banana,https://vid.tasty.co/output/45025/low_1501086885.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3bdc8b1ebbce4d8db497028aceb63e7b/BFV22897_Frozen_Bananas_9_Ways-FB1080.jpg,"64470,8091919,8091917,64485,65854,64471,64444,65843",3,31,92.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,7907,Jalebi As Made By Swasti,jalebi-as-made-by-swasti,https://vid.tasty.co/output/221292/landscape_480/1635796788,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/350247.jpg,"8091918,8091916,64467,4202175,64485,1280510,1247793,1280514,65850,64452,188967,64493,65848",8,31,80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,5122,Delicious Pie Bar: Berry Vanilla Dream,delicious-pie-bar-berry-vanilla-dream,https://vid.tasty.co/output/132326/landscape_480/1557501322,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/215671.jpg,"5831533,188967,64503,64485,1247788,1247780,1280500,1247785,1247793,1280510,1280507,1280506,1280508,65854,64471,64488,65850,65844",0,6,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,5320,Chocolate Pinata Cupcake: The Happy Place,chocolate-pinata-cupcake-the-happy-place,https://vid.tasty.co/output/133634/landscape_480/1558554181,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/217595.jpg,"5831533,65856,64503,188967,64492,64485,1247793,1247788,1247785,1247775,1247771,1280507,1280506,1280508,1280510,65850,64488,64471,65846,4202175",3,6,67.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,6956,Peppermint Mocha Crockpot Eggnog With Dipping Deer,peppermint-mocha-crockpot-eggnog-with-dipping-deer,https://vid.tasty.co/output/185884/landscape_480/1605908508,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/294367.jpg,"64473,64487,64511,65843,65850,64485,1247793,1280510,1247780,1280500",6,29,83.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,6858,Portokalopita,portokalopita,https://vid.tasty.co/output/183397/landscape_480/1603989268,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/290385.jpg,"1247793,1280507,65846,64492,64485,1247768,64503,64451,65850,1280510,1280506,65844,1280508",5,30,86.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,7196,Bunny Ear Sweet Buns,bunny-ear-sweet-buns,https://vid.tasty.co/output/197125/landscape_480/1616199414,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/313448.jpg,"8091920,64492,65857,64485,64474,188967,64503,64509,65848,64462,65850,1247786,1280508,1280510,1280506,1280500,65846",3,30,91.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,7681,Delicious Vanilla Cake Pops,delicious-vanilla-cake-pops,,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/a17409dcf9ee494f96a2d33ef0b1a701.jpeg,"64463,64470,8091916,188967,65857,64485,65850,65846",12,30,72.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,5773,Gluten-Free Apple Crisp,gluten-free-apple-crisp,https://vid.tasty.co/output/151756/landscape_480/1573840752,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e5655d146726442780463d611984bfa4/BFV61760_GlutenFreeThanksgivingHacks_111219_KP_OO_V001.jpg,"8091920,1247785,64473,188967,64503,64462,64488,1280508,1280510,1247793,64492,1280503,65846,1247788,1280500,64485,64465,64479,1247790,1280507,1247775,1247772,1280501",2,30,94.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3586,7386,Dalgona Pie,dalgona-pie,https://vid.tasty.co/output/203634/landscape_480/1621626835,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/323081.jpg,"188967,64503,64485,1247786,1247787,1280512,64492,1280507,1280510,1247784,1247782,1280506,65850,1280500,65843,64455,1280508,65846,3956651,1247793,64452,65844,65410",5,30,86.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
